what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969119415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494969120515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494969121035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494969131499
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494969137919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969142922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969212229
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1494969229580
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1494969229603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1494969229603
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1494969231953
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494969232771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969245119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969255871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1494969255880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1494969255880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969256808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969279682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969284187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969297610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1494969297622
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494969300771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969328972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969352673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969357825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969359402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494969371797
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1494969373301
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1494969378509
error,log,,,"Unexpected runtime error while computing a text hover",1494969382885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494969388950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969393671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969397814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969404738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969406164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494969406741
