what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1494967368891
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1494967368892
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1494967368893
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1494967368893
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1494967368894
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1494967368895
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1494967368896
os,sysinfo,,,"win32",1494967368899
arch,sysinfo,,,"x86_64",1494967368899
ws,sysinfo,,,"win32",1494967368899
locale,sysinfo,,,"en_US",1494967368899
processors,sysinfo,,,"4",1494967368899
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1494967368899
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1494967368899
java.specification.name,sysinfo,,,"Java Platform API Specification",1494967368899
java.specification.vendor,sysinfo,,,"Oracle Corporation",1494967368899
java.specification.version,sysinfo,,,"1.8",1494967368899
java.vendor,sysinfo,,,"Oracle Corporation",1494967368899
java.version,sysinfo,,,"1.8.0_111",1494967368899
java.vm.info,sysinfo,,,"mixed mode",1494967368899
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1494967368899
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1494967368899
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1494967368899
java.vm.specification.version,sysinfo,,,"1.8",1494967368899
java.vm.vendor,sysinfo,,,"Oracle Corporation",1494967368899
java.vm.version,sysinfo,,,"25.111-b14",1494967368899
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1494967369148
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1494967369155
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1494967369401
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1494967369839
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1494967369891
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1494967369897
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1494967369905
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1494967369912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494967370266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494967371815
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494967406806
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1494967406830
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1494967406837
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1494967406845
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1494967406850
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1494967406856
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1494967406859
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1494967406863
