what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494970258003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494970258442
error,log,,,"Unexpected runtime error while computing a text hover",1494970259959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970290930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970316299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970329164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970335382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494970340248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494970345043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494970346843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494970347335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970363452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970375024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970376089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970392486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970397458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970401702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970406345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970417378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970418836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970428638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970458374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970460341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494970463544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494970467359
